ID,Rank,TOP_BLUE_Champ,JG_BLUE_Champ,MID_BLUE_Champ,BOT_BLUE_Champ,SUP_BLUE_Champ,TOP_RED_Champ,JG_RED_Champ,MID_RED_Champ,BOT_RED_Champ,SUP_RED_Champ,Blue_Win,Red_Win
4239185121,diamond,Akshan,Amumu,Tryndamere,Lucian,Nami,Camille,Ekko,Irelia,Ziggs,Thresh,True,False
4238219002,diamond,Jayce,Fiddlesticks,Tristana,Caitlyn,Lux,Yone,Xin Zhao,Sylas,Ezreal,Karma,True,False
4238196924,platinum,Jayce,Diana,Yasuo,Aphelios,Pyke,Garen,Ekko,Irelia,Jhin,Nautilus,False,True
4238185395,platinum,Malphite,Rek'Sai,Vex,Ezreal,Nautilus,Riven,Vi,Ahri,Kog'Maw,Thresh,True,False
4237238942,diamond,Jayce,Volibear,Vex,Vayne,Braum,Wukong,Elise,Viktor,Caitlyn,Thresh,True,False
4237255567,diamond,Volibear,Viego,Zed,Ezreal,Senna,Camille,Amumu,Vex,Jhin,Pyke,True,False
4236389515,gold,Kennen,Hecarim,Akali,Jhin,Yuumi,Camille,Xin Zhao,Katarina,Lucian,Nami,True,False
4236404886,platinum,Heimerdinger,Sejuani,Sion,Twitch,,Teemo,Taliyah,Yone,Vayne,Karma,False,True
4236431565,platinum,Camille,Hecarim,Lux,Zeri,Yuumi,Mordekaiser,Shaco,Ahri,Twitch,Blitzcrank,True,False
4233901492,diamond,Jayce,Xin Zhao,Sylas,Jhin,Blitzcrank,Sett,Ekko,Talon,Draven,Lux,True,False
4233439209,platinum,Garen,Evelynn,Anivia,Miss Fortune,Ahri,Gwen,Karthus,Irelia,Draven,Thresh,True,False
4233388632,diamond,Nasus,Rek'Sai,Annie,Draven,Nautilus,Graves,Vi,Akali,Jinx,Karma,True,False
4233424690,platinum,Gwen,Jarvan IV,Yone,Ezreal,Lux,Singed,Diana,Graves,Tristana,Janna,True,False
4233402134,platinum,Gwen,Sejuani,Yasuo,Zeri,Lulu,Camille,Nunu & Willump,Ryze,Samira,Blitzcrank,True,False
4233295538,diamond,Nasus,Ekko,Vladimir,Jhin,Yuumi,Shen,Kayn,Irelia,Jinx,Janna,False,True
4232254853,platinum,Volibear,Hecarim,Zilean,Veigar,Zyra,Dr. Mundo,Warwick,Ahri,Vayne,Lulu,False,True
4232260795,platinum,Irelia,Diana,Nasus,Twitch,Zilean,Akshan,Hecarim,Vex,Caitlyn,Yuumi,True,False
4231452805,platinum,Sett,Zed,Ahri,Twitch,Lulu,Mordekaiser,Kha'Zix,Lux,Jhin,Nami,False,True
4231417387,platinum,Darius,Diana,Ekko,Kai'Sa,Braum,Fiora,Nocturne,Zed,Ezreal,Rell,True,False
4231148326,platinum,Darius,Fiddlesticks,Irelia,Ezreal,Sona,Nasus,Skarner,LeBlanc,Jhin,Blitzcrank,False,True
4230788548,platinum,Tahm Kench,Kayn,Cassiopeia,Zeri,Zilean,Vladimir,Rek'Sai,Yasuo,Jhin,Lux,True,False
4230791467,platinum,Mordekaiser,Zac,Ahri,Jinx,Zilean,Morgana,Rek'Sai,Yasuo,Caitlyn,Heimerdinger,False,True
4224180989,platinum,Mordekaiser,Rengar,Ahri,Tristana,Bard,Quinn,Viego,Viktor,Twitch,Renata Glasc,True,False
4217783931,platinum,Aatrox,Mordekaiser,Viktor,Samira,Yuumi,Gwen,Hecarim,Akali,Jinx,Pyke,True,False
4216634053,platinum,Nidalee,Lee Sin,Yasuo,Kai'Sa,Vel'Koz,Akali,Volibear,Zed,Tristana,Blitzcrank,False,True
4216589708,,Riven,Amumu,Yasuo,Aphelios,Thresh,Dr. Mundo,Nidalee,Zed,Caitlyn,Blitzcrank,True,False
4216614840,platinum,Irelia,Lee Sin,Fizz,Kai'Sa,Thresh,Darius,Rengar,Ekko,Veigar,Senna,False,True
4215353140,platinum,Sylas,Ivern,Zed,Samira,Yuumi,Kennen,Viego,Qiyana,Ezreal,Nami,True,False
4215253862,platinum,Fiora,Kha'Zix,Vex,Draven,Yuumi,Camille,Ekko,Talon,Vayne,Alistar,True,False
4214204398,diamond,Viego,Graves,Yone,Fizz,Senna,Riven,Gwen,Yasuo,Jinx,Karma,True,False
4213198089,platinum,Yone,Hecarim,Vex,Jhin,Lux,Shen,Evelynn,Yasuo,Tristana,Janna,False,True
4212302774,platinum,Akali,Nunu & Willump,Lulu,Jinx,Soraka,Sett,Diana,Qiyana,Caitlyn,Yuumi,True,False
4212189620,platinum,Darius,Morgana,Zilean,Ezreal,,Shen,Shyvana,Vladimir,Caitlyn,Yuumi,True,False
4212214604,platinum,Vladimir,Ekko,Twisted Fate,Kai'Sa,Blitzcrank,Irelia,Warwick,Malzahar,Heimerdinger,Veigar,False,True
4210984031,gold,Jayce,Lee Sin,Irelia,Jhin,Blitzcrank,Singed,Evelynn,Veigar,Ashe,Leona,False,True
4209935544,,Graves,Karthus,Zed,Draven,Lux,Camille,Kha'Zix,Lissandra,Sivir,Pyke,False,True
4207807839,diamond,Volibear,Ekko,Yone,Caitlyn,Zyra,Renekton,Jarvan IV,Vladimir,Draven,Lulu,True,False
4207769615,diamond,Yone,Graves,Malphite,Ashe,Senna,Aatrox,Ivern,Irelia,Swain,Thresh,True,False
4204595784,diamond,Fiora,Hecarim,Ahri,Ezreal,Senna,Rengar,Gragas,Yone,Samira,Yuumi,True,False
4204523198,platinum,Yone,Rengar,Irelia,Zeri,Seraphine,Renekton,Fiddlesticks,Viktor,Jinx,Yuumi,False,True
4198156439,,Gnar,Ekko,Yone,Zeri,Morgana,Sett,Master Yi,Pantheon,Vayne,Alistar,True,False
4198041242,,Teemo,Mordekaiser,Annie,Senna,Alistar,Yone,Ekko,Vex,Jinx,Leona,True,False
4191851311,platinum,Jax,Lillia,Yone,Vayne,Morgana,Akshan,Twitch,Sylas,Jhin,Zilean,True,False
4187461097,gold,Mordekaiser,Jarvan IV,Yone,Tristana,Brand,Graves,Ekko,Irelia,Kai'Sa,Leona,False,True
4180250947,platinum,Urgot,Rammus,Ezreal,Twitch,Lulu,Akali,Rek'Sai,Ryze,Jinx,Pyke,True,False
4180187392,platinum,Jax,Evelynn,Zoe,Jhin,Pyke,Graves,Shaco,Jayce,Xayah,Xerath,True,False
4178588504,diamond,Tryndamere,Evelynn,Talon,Kai'Sa,Nami,Vayne,Rammus,Yone,Jhin,Soraka,True,False
4176260597,platinum,Gragas,Kayn,Irelia,Vayne,Lulu,Sion,Rek'Sai,Qiyana,Kai'Sa,Braum,False,True
4176235595,platinum,Yone,Viego,Viktor,Senna,Zilean,Akshan,Nunu & Willump,Qiyana,Kai'Sa,Trundle,True,False
4175247346,gold,Renekton,Graves,Yasuo,Quinn,Lux,Sylas,Zed,Yone,Tristana,Braum,False,True
4175073164,platinum,Sett,Nunu & Willump,Lux,Kai'Sa,Sona,Renekton,Rek'Sai,Irelia,Lucian,Nami,True,False
4172361266,diamond,Volibear,Hecarim,Lux,Ezreal,Thresh,Yone,Singed,Lucian,Caitlyn,Braum,False,True
4162349220,platinum,Jax,Nocturne,Vladimir,Tristana,Xerath,Akshan,Graves,Sylas,Jhin,Sett,True,False
4161661538,platinum,Tryndamere,Hecarim,Kog'Maw,Ashe,Vex,Irelia,Viego,Ekko,Ezreal,Shaco,False,True
4160716929,platinum,Irelia,Viego,Yone,Miss Fortune,Leona,Shen,Rek'Sai,Syndra,Kai'Sa,Alistar,False,True
4158122039,diamond,Camille,Volibear,Corki,Ezreal,Yuumi,Gangplank,Viego,Viktor,Vayne,Brand,True,False
4158064766,platinum,Tryndamere,Ekko,Yone,Heimerdinger,Braum,Jayce,Evelynn,Vayne,Draven,Thresh,True,False
4155766757,platinum,Tryndamere,Nunu & Willump,Yone,Ziggs,Lulu,Aatrox,Ivern,Lux,Draven,Maokai,True,False
4155596117,gold,Nasus,Ekko,Yone,Caitlyn,Pyke,Gnar,Quinn,Viktor,Miss Fortune,Swain,True,False
4154987206,,Nocturne,Ivern,Lucian,Ziggs,Nami,Riven,Vi,Viktor,Kai'Sa,Sona,True,False
4154636486,platinum,Teemo,Kha'Zix,Corki,,Janna,Yone,Vi,Lux,Vayne,Yuumi,False,True
4154482089,platinum,Akshan,Kayn,Sylas,Kai'Sa,Brand,Kayle,Graves,Yone,Twitch,Anivia,False,True
4154418256,,Sion,Warwick,Yone,Jhin,Vel'Koz,Tahm Kench,Nunu & Willump,Irelia,Lucian,Zilean,True,False
4153095175,platinum,Irelia,Viego,Cassiopeia,Jinx,Blitzcrank,Camille,Dr. Mundo,Ahri,Twitch,Nami,False,True
4152219396,platinum,Illaoi,Viego,Irelia,Jinx,Nautilus,Fiora,Lee Sin,Yone,Draven,Pyke,True,False
4152196716,platinum,Jax,Rengar,Akali,Draven,Nami,Singed,Hecarim,LeBlanc,Caitlyn,Nautilus,True,False
4152240550,diamond,Mordekaiser,Amumu,Aatrox,Vayne,Senna,Singed,Zed,Sylas,Tristana,Nautilus,False,True
4255497006,diamond,Garen,Shyvana,Katarina,Jinx,Lulu,Mordekaiser,Kha'Zix,Fizz,Zeri,Leona,False,True
4255429256,platinum,Teemo,Sejuani,Veigar,Tristana,Taric,Ornn,Kayn,Zoe,Draven,Nautilus,True,False
4255406050,platinum,Malphite,Viego,Ahri,Caitlyn,Sona,Gangplank,Lee Sin,Seraphine,Miss Fortune,Leona,True,False
4253819124,diamond,Ryze,Zed,Qiyana,Kai'Sa,Braum,Urgot,Warwick,Yone,Xayah,Pyke,False,True
4253784160,diamond,Yone,Evelynn,Zed,Vayne,Karma,Tryndamere,Lillia,Qiyana,Caitlyn,Nautilus,False,True
4253729084,platinum,Yorick,Viego,Veigar,Twitch,Lulu,Ornn,Gwen,Kai'Sa,Ezreal,Bard,True,False
4253067349,diamond,Volibear,Nunu & Willump,Ahri,Jinx,Lulu,Camille,Taliyah,Katarina,Caitlyn,Zyra,False,True
4253101280,diamond,Jhin,Diana,Qiyana,Samira,Morgana,Jax,Jarvan IV,Ahri,Ashe,Leona,False,True
4253008594,diamond,Kayle,Shaco,Galio,Kai'Sa,Nautilus,Singed,Diana,Yone,Ezreal,Alistar,True,False
4253049902,platinum,Tryndamere,Lee Sin,Malzahar,Draven,Thresh,Jax,Rammus,Cassiopeia,Yasuo,Yuumi,True,False
4252976805,diamond,Urgot,Lillia,Galio,Draven,Blitzcrank,Sett,Udyr,Fizz,Jhin,Morgana,False,True
4251827656,diamond,Gnar,Volibear,Katarina,Xayah,Morgana,Sett,Master Yi,Fizz,Twitch,Lulu,True,False
4251840011,diamond,Sion,Udyr,Yasuo,Twitch,Sett,Pantheon,Rumble,Fizz,Kog'Maw,Nautilus,False,True
4251743586,diamond,Warwick,Ekko,Talon,Varus,Morgana,Camille,Rengar,Katarina,Jinx,Lulu,False,True
4251678905,diamond,Jayce,Shyvana,Zed,Graves,Nautilus,Malphite,Diana,Vel'Koz,Jinx,Renata Glasc,False,True
4251663874,diamond,Jayce,Ekko,Sylas,Lucian,Nami,Malphite,Graves,Aurelion Sol,Ashe,Seraphine,False,True
4251376820,diamond,Tryndamere,Jarvan IV,Ekko,Jhin,Xerath,Fiora,Lee Sin,Yone,Zeri,Yuumi,True,False
4250147028,platinum,Urgot,Xin Zhao,Kai'Sa,Draven,Nami,Vayne,Graves,Orianna,Miss Fortune,Leona,False,True
4250182613,platinum,Volibear,Diana,Qiyana,Jinx,Morgana,Camille,Lee Sin,Rumble,Samira,Pyke,True,False
4250129192,diamond,Vladimir,Xin Zhao,Irelia,Samira,Nautilus,Jax,Shaco,Viktor,Jinx,Morgana,False,True
4250087603,diamond,Camille,Fiddlesticks,Corki,Jinx,Zyra,Akali,Nocturne,Gangplank,Vayne,Karma,True,False
4250121661,diamond,Fiora,Shaco,LeBlanc,Twitch,Renata Glasc,Urgot,Ekko,Vladimir,Zeri,Janna,False,True
4250048272,platinum,Veigar,Rek'Sai,Vex,Lucian,Nami,Teemo,Diana,Gangplank,Kai'Sa,Blitzcrank,False,True
4250051323,diamond,Nasus,Kayn,Yone,Zeri,Zilean,Urgot,Shyvana,Zed,Caitlyn,Rakan,True,False
4249975967,diamond,Mordekaiser,Kayn,Kai'Sa,Jinx,Sona,Shen,Nunu & Willump,Talon,Kalista,Anivia,False,True
4249980946,diamond,Garen,Hecarim,Kassadin,Kai'Sa,Soraka,Singed,Ekko,Graves,Jinx,Thresh,False,True
4249857843,platinum,Gangplank,Graves,Veigar,Ezreal,Renata Glasc,Malphite,Kha'Zix,Vex,Vayne,Lux,False,True
4249839060,,Vayne,Lee Sin,Viktor,Kai'Sa,Tahm Kench,Darius,Jarvan IV,Cassiopeia,Ezreal,Yuumi,True,False
4247445895,diamond,Gangplank,Lee Sin,Vladimir,Jhin,Xerath,Jax,Ekko,Kayle,Lucian,Sona,False,True
4247404040,diamond,Riven,Kayn,Yasuo,Jinx,Senna,Fiora,Lee Sin,Garen,Vayne,Nami,True,False
4247396381,diamond,Riven,Viego,Xerath,Zeri,Lux,Sett,Graves,Anivia,Jhin,Galio,True,False
4247362799,diamond,Urgot,Lee Sin,Anivia,Jhin,Rakan,Kayle,Kindred,Ahri,Zeri,Yuumi,True,False
4247134138,platinum,Kled,Jarvan IV,Irelia,Jinx,Zilean,Volibear,Graves,Lux,Xayah,Rakan,False,True
4247017287,diamond,Cassiopeia,Hecarim,Viktor,Zeri,Nautilus,Vladimir,Zac,Yasuo,Lucian,Morgana,True,False
4247003950,diamond,Gnar,Master Yi,Anivia,Samira,Rell,Aatrox,Zac,Viktor,Vayne,Leona,False,True
4247000193,diamond,Darius,Shyvana,Corki,Jinx,Renata Glasc,Jayce,Kha'Zix,Gangplank,Ezreal,Senna,True,False
4246708734,diamond,Gangplank,Trundle,Sylas,Xayah,Renata Glasc,Renekton,Zac,Viktor,Kai'Sa,Seraphine,True,False
4246716760,diamond,Garen,Jarvan IV,Kassadin,Jinx,Karma,Fiora,Lee Sin,Yasuo,Zeri,Swain,True,False
4246724985,diamond,Malphite,Vi,Galio,Draven,Nautilus,Kha'Zix,Ekko,Irelia,Karthus,Alistar,False,True
4246712887,master,Kennen,Ekko,Talon,Kindred,Rakan,Fiora,Kayn,Diana,Jhin,Renata Glasc,True,False
4246681140,diamond,Jayce,Kayn,Zilean,Jhin,Rakan,Sion,Kindred,Kai'Sa,Jinx,Lulu,False,True
4246667726,diamond,Illaoi,Diana,Malzahar,,Sona,Akali,Lee Sin,Vex,Ezreal,Renata Glasc,True,False
4246625690,diamond,Urgot,Graves,Irelia,Kai'Sa,Lux,Fiora,Diana,Zed,Jinx,Nami,False,True
4246632263,diamond,Tahm Kench,Graves,Kassadin,Ezreal,Sona,Sylas,Master Yi,Irelia,Yasuo,Nami,True,False
4245278693,diamond,Gangplank,Viego,Kayle,Ezreal,Rakan,Yone,Zac,Irelia,Xayah,Lulu,False,True
4245292478,platinum,Gnar,Kayn,Seraphine,Jinx,Pantheon,Mordekaiser,Jarvan IV,Katarina,Kai'Sa,Rakan,False,True
4245254501,platinum,Mordekaiser,Master Yi,Zilean,Zeri,Shaco,Kayle,Xin Zhao,Vex,Jinx,Rakan,False,True
4244847003,master,Fiora,Trundle,Ryze,Twitch,Rakan,Akali,Hecarim,Qiyana,Jhin,Swain,True,False
4244153426,diamond,Garen,Nunu & Willump,Swain,Jinx,Yuumi,Fiora,Jarvan IV,Kai'Sa,Aphelios,Pyke,False,True
4244095618,diamond,Sion,Hecarim,Kai'Sa,Zeri,Leona,Jax,Sejuani,Vladimir,Draven,Blitzcrank,False,True
4244112488,platinum,Garen,Kayn,Katarina,Ezreal,Anivia,Singed,Shaco,Pyke,Viego,Yuumi,False,True
4243712709,diamond,Jax,Diana,Viktor,Jhin,Dr. Mundo,Trundle,Kayn,Ekko,Caitlyn,Pyke,False,True
4243599720,diamond,Fiora,Viego,Sylas,Jhin,Anivia,Darius,Diana,Pyke,Kog'Maw,Nautilus,True,False
4243615966,diamond,Shen,Mordekaiser,Zeri,Jhin,Anivia,Yorick,Ekko,Talon,Kog'Maw,Lulu,True,False
4243640511,diamond,Jax,Rek'Sai,Viktor,Kai'Sa,Anivia,Garen,Lillia,Karma,Ezreal,Yuumi,True,False
4243535311,diamond,Sett,Nocturne,Aurelion Sol,Ashe,Nautilus,Yone,Vi,Viktor,Samira,Blitzcrank,True,False
4243378927,diamond,Sion,Lillia,Akali,Samira,Thresh,Aatrox,Nocturne,Seraphine,Ashe,Bard,True,False
4243372829,diamond,Sion,Lee Sin,Akali,Miss Fortune,Renata Glasc,Darius,Talon,Karma,Jinx,Rakan,False,True
4242205267,diamond,Jayce,Taliyah,Lissandra,Ashe,Seraphine,Volibear,Diana,Yasuo,Vayne,Lulu,True,False
4242162377,diamond,Sett,Evelynn,Akali,Jhin,Yuumi,Graves,Elise,Diana,Varus,Renata Glasc,False,True
4242128287,platinum,Vayne,Kha'Zix,Sylas,Tristana,Lux,Jayce,Hecarim,Vladimir,Jhin,Janna,False,True
4242115142,platinum,Fiora,Ekko,Zed,Caitlyn,Alistar,Garen,Qiyana,Akali,Samira,Leona,False,True
4242121237,platinum,Cho'Gath,Evelynn,Akali,Twitch,Rell,Mordekaiser,Ekko,Yone,Jinx,Janna,True,False
4241724607,,Sett,Poppy,Akali,Lucian,Thresh,Fiora,Zac,Yasuo,Ezreal,Yuumi,True,False
4241710092,platinum,Aatrox,Hecarim,Irelia,Aphelios,Karma,Riven,Nunu & Willump,Anivia,Jinx,Renata Glasc,False,True
4241634993,diamond,Jayce,Volibear,Anivia,Varus,Xerath,Sett,Rengar,Viktor,Swain,Senna,False,True
4241359903,platinum,Sett,Graves,Zed,Ziggs,Nautilus,Singed,Kha'Zix,Garen,Caitlyn,Xerath,False,True
4241314762,diamond,Heimerdinger,Hecarim,Xerath,Jhin,Yuumi,Gwen,Lee Sin,Twisted Fate,Ezreal,Swain,False,True
4241282462,diamond,Illaoi,Diana,Vladimir,Jhin,Nautilus,Garen,Zac,Brand,Tristana,Senna,True,False
4240005677,diamond,Fiora,Hecarim,Viktor,Jinx,Pyke,Volibear,Poppy,Zilean,Ezreal,Swain,True,False
4239973693,platinum,Jax,Viego,Zed,Kai'Sa,Vel'Koz,Kled,Lee Sin,Yone,Ziggs,Xerath,True,False
4239959381,diamond,Gragas,Viego,Syndra,Tristana,Pyke,Garen,Graves,Katarina,Zeri,Janna,True,False
4239518588,platinum,Urgot,Morgana,Diana,Jhin,Zilean,Irelia,Vi,Ryze,Jinx,Karma,True,False
4239485006,diamond,Aatrox,Graves,Akali,Senna,Dr. Mundo,Urgot,Evelynn,Varus,Lucian,Sett,True,False
4239480196,diamond,Cho'Gath,Graves,Pyke,Tristana,Lulu,Gwen,Lee Sin,Akali,Lucian,Renata Glasc,True,False
4239436159,platinum,Riven,Graves,Fizz,Aphelios,Blitzcrank,Quinn,Volibear,Katarina,Senna,Zilean,True,False
4239443337,platinum,Kled,Lillia,Viktor,Caitlyn,Rell,Aatrox,Hecarim,Ahri,Jinx,Renata Glasc,False,True
4239378049,gold,Gragas,Kayn,Talon,Jinx,Karma,Irelia,Master Yi,Diana,Samira,Amumu,True,False
4239373064,platinum,Sion,Graves,Qiyana,Seraphine,Xerath,Gangplank,Zac,Veigar,Kai'Sa,Rell,False,True
4238087045,platinum,Gnar,Hecarim,Qiyana,Jinx,Janna,Maokai,Rek'Sai,Zed,Twitch,Karma,False,True
4238055251,platinum,Dr. Mundo,Master Yi,Twisted Fate,Miss Fortune,Karma,Irelia,Karthus,Vex,Twitch,Leona,True,False
4238043956,platinum,Garen,Shyvana,Singed,Kai'Sa,Thresh,Jayce,Hecarim,Ryze,Draven,Blitzcrank,True,False
4238061724,platinum,Malphite,Kayn,Ahri,Samira,Rell,Shen,Graves,Lissandra,Yasuo,Soraka,False,True
4237948043,platinum,Shen,Kayn,Akali,Jinx,Renata Glasc,Gangplank,Trundle,Katarina,Zeri,Thresh,True,False
4237935247,diamond,Cassiopeia,Kindred,Sett,Sivir,Blitzcrank,Akshan,Master Yi,Irelia,Veigar,Dr. Mundo,True,False
4237890958,platinum,Sejuani,Kha'Zix,Viktor,Vayne,Lulu,Gangplank,Graves,Veigar,Aphelios,Thresh,False,True
4237229847,platinum,Volibear,Rek'Sai,Veigar,Jinx,Morgana,Urgot,Evelynn,Taliyah,Caitlyn,Renata Glasc,True,False
4236388886,,Akshan,Lee Sin,Zilean,Twitch,Morgana,Wukong,Rammus,Anivia,Kai'Sa,Nautilus,True,False
4236415114,diamond,Gragas,Kayn,Heimerdinger,Jinx,Seraphine,Gnar,Gwen,Akshan,Ezreal,Renata Glasc,False,True
4236167213,diamond,Renekton,Xin Zhao,Katarina,Aphelios,Seraphine,Akali,Kindred,Kassadin,Ashe,Janna,False,True
4236145475,platinum,Shen,Vi,Qiyana,Tristana,Brand,Akshan,Udyr,Kayle,Ezreal,Soraka,True,False
4236161770,diamond,Malphite,Lee Sin,Neeko,Caitlyn,Lux,Tryndamere,Volibear,Vex,Jinx,Senna,False,True
4236139469,diamond,Tryndamere,Graves,Twisted Fate,Jhin,Vel'Koz,Renekton,Volibear,Anivia,Jinx,Lulu,False,True
4236107272,diamond,Gangplank,Vi,Vex,Jhin,Neeko,Twisted Fate,Diana,Ahri,Jinx,Braum,False,True
4236103917,platinum,Jax,Lee Sin,Akali,Kai'Sa,Neeko,Darius,Nidalee,Sylas,Jinx,Lulu,True,False
4236036609,diamond,Darius,Zac,Kayle,Jinx,Sona,Akshan,Warwick,Annie,Samira,Galio,True,False
4255548349,diamond,Fiora,Nidalee,Yone,Lucian,Morgana,Cassiopeia,Rek'Sai,Viktor,Zeri,Pyke,False,True
4255467493,platinum,Garen,Hecarim,Ryze,Tristana,Morgana,Darius,Viego,Galio,Vayne,Blitzcrank,True,False
4255449797,platinum,Riven,Zed,Ahri,Jinx,Sona,Gragas,Ekko,Lux,Aphelios,Alistar,False,True
4255413894,diamond,Aatrox,Kayn,Diana,Jinx,Janna,Singed,Nocturne,Kassadin,Xayah,Soraka,False,True
4255359683,,Jayce,Karthus,Ahri,Varus,Nautilus,Gangplank,Diana,Sylas,Jinx,Pyke,True,False
4255372379,diamond,Urgot,Xin Zhao,Katarina,Jinx,Bard,Jax,Viego,Vex,Lucian,Karma,True,False
4254835946,diamond,Garen,Nidalee,Vladimir,Xayah,Pyke,Jayce,Diana,Annie,Jinx,Thresh,True,False
4254534766,diamond,Malphite,Skarner,Anivia,Ezreal,Lux,Riven,Viego,Cassiopeia,Jinx,Blitzcrank,False,True
4254460069,diamond,Wukong,Shyvana,Yasuo,Veigar,Senna,Lulu,Kayn,Akshan,Jinx,Yuumi,False,True
4254377306,diamond,Sion,Lee Sin,Fizz,Jinx,Karma,Cho'Gath,Hecarim,Lucian,Vayne,Sona,True,False
4254351828,platinum,Camille,Lee Sin,Syndra,Kai'Sa,Senna,Sion,Viego,Vex,Vayne,Nautilus,False,True
4254288340,diamond,Akali,Graves,Ekko,Vayne,Lulu,Gragas,Rek'Sai,Yasuo,Jhin,Karma,False,True
4254303473,diamond,Vayne,Diana,Katarina,Caitlyn,Karma,Viktor,Zac,Yasuo,Jinx,Soraka,True,False
4254239221,diamond,Lillia,Hecarim,Graves,Jinx,Lulu,Shen,Udyr,Malzahar,Vayne,Nautilus,True,False
4254208089,diamond,Riven,Trundle,Kai'Sa,Xayah,Bard,Sett,Kayn,Vel'Koz,Vayne,Blitzcrank,True,False
4254129638,diamond,Vladimir,Rek'Sai,Qiyana,Kai'Sa,Swain,Riven,Hecarim,Cassiopeia,Ezreal,Yuumi,True,False
4253495292,diamond,Malphite,Shaco,Yasuo,Jinx,Morgana,Irelia,Evelynn,Warwick,Vayne,Seraphine,True,False
4253477903,platinum,Tahm Kench,Hecarim,Lux,Vayne,Seraphine,Vladimir,Rengar,Pyke,Aphelios,Renata Glasc,True,False
4253470559,diamond,Sion,Rengar,Lux,Vayne,Ashe,Yone,Skarner,Viktor,Ezreal,Lulu,True,False
4253416928,platinum,Darius,Zac,Kassadin,Kai'Sa,Yuumi,Fiora,Viego,Vladimir,Vayne,Karma,False,True
4253413784,diamond,Rengar,Fiddlesticks,Akshan,Veigar,Renata Glasc,Trundle,Viego,Fizz,Jinx,Janna,True,False
4253353241,platinum,Singed,Zed,Sion,Jhin,Brand,Camille,Warwick,Katarina,Vayne,Janna,False,True
4253321869,diamond,Malphite,Hecarim,Vex,Vayne,Janna,Cho'Gath,Lee Sin,Veigar,Lucian,Nami,True,False
4252486415,diamond,Trundle,Kayn,Diana,Jinx,Neeko,Tryndamere,Kha'Zix,Viktor,Aphelios,Thresh,True,False
4252473234,diamond,Tryndamere,Diana,Ahri,Jinx,Yuumi,Tahm Kench,Kindred,Fizz,Kai'Sa,Pyke,False,True
4251402188,diamond,Zilean,Zac,Trundle,Samira,Rakan,Cassiopeia,Sion,Akshan,Twitch,Janna,True,False
4251292390,diamond,Jax,Graves,Ahri,Ezreal,Janna,Yone,Volibear,Viktor,Caitlyn,Lux,True,False
4250796885,diamond,Yorick,Xin Zhao,Viktor,Ezreal,Lux,Sett,Hecarim,Ahri,Kai'Sa,Morgana,False,True
4250714504,diamond,Camille,Graves,Vladimir,Jinx,Leona,Akali,Viego,Qiyana,Viktor,Senna,True,False
4250673322,diamond,Fiora,Nocturne,Akali,Aphelios,Yuumi,Rumble,Nunu & Willump,Viktor,Kai'Sa,Pyke,True,False
4250568123,diamond,Fiora,Lee Sin,Viktor,Jhin,Zyra,Gnar,Lillia,Veigar,Kai'Sa,Lux,True,False
4250506076,diamond,Shaco,Nidalee,LeBlanc,Kai'Sa,Senna,Irelia,Shyvana,Viktor,Lucian,Janna,True,False
4250488745,diamond,Camille,Lillia,Viktor,Caitlyn,Janna,Malphite,Taliyah,Ekko,Lucian,Pyke,False,True
4250473585,diamond,Aatrox,Kayn,Akali,Draven,Shen,Darius,Lillia,Viktor,Vayne,Sona,False,True
4250441041,diamond,Malphite,Graves,Veigar,Jinx,Lulu,Aatrox,Kindred,Viktor,Ziggs,Urgot,True,False
4250109395,diamond,Ornn,Nidalee,Fizz,Jinx,Alistar,Shen,Kindred,Viktor,Xayah,Rakan,True,False
4250133113,diamond,Riven,Xin Zhao,Akali,Lucian,Pyke,Trundle,Hecarim,Viktor,Jhin,Swain,False,True
4247785102,diamond,Jayce,Nidalee,Veigar,Vayne,Lulu,Sion,Kayn,Cassiopeia,Jinx,Rakan,False,True
4247771189,master,Fiora,Lee Sin,Ahri,Aphelios,Thresh,Aatrox,Sejuani,Anivia,Jhin,Lux,False,True
4247329852,diamond,Cassiopeia,Hecarim,Kalista,Jhin,Lux,Akali,Talon,Tristana,Draven,Soraka,False,True
4247272243,diamond,Gragas,Kayn,Yasuo,Jinx,Morgana,Cassiopeia,Graves,Ekko,Draven,Yuumi,False,True
4247175001,diamond,Darius,Zed,Ahri,Caitlyn,Morgana,Volibear,Lee Sin,Anivia,Jinx,Thresh,False,True
4247147252,,Alistar,Volibear,Ahri,Aphelios,Thresh,Aatrox,Zac,Fizz,Jinx,Nami,True,False
4247086451,diamond,Sett,Graves,Lux,Veigar,Thresh,Darius,Evelynn,Ahri,Jhin,Leona,True,False
4247091602,diamond,Irelia,Evelynn,Cassiopeia,Aphelios,Renata Glasc,Singed,Lee Sin,Viktor,Jinx,Lulu,False,True
4246983099,diamond,Urgot,Ekko,Irelia,Vayne,Sona,Gnar,Nunu & Willump,Cassiopeia,Zeri,Karma,False,True
4246949246,diamond,Cassiopeia,Master Yi,Ahri,Draven,Thresh,Riven,Shyvana,Vladimir,Zeri,Soraka,False,True
4246852935,diamond,Sion,Diana,Zed,Zeri,Janna,Akshan,Master Yi,Ahri,Ashe,Lulu,True,False
4246516292,diamond,Yorick,Viego,Orianna,Lucian,Nami,Tryndamere,Hecarim,Ahri,Caitlyn,Pyke,False,True
