ID,B_Win,R_Win,B_Top,B_Top_Kills,B_Top_KDA,B_Jg,B_Jg_Kills,B_Jg_KDA,B_Mid,B_Mid_Kills,B_Mid_KDA,B_Sup,B_Sup_Kills,B_Sup_KDA,B_Bot,B_Bot_Kills,B_Bot_KDA,R_Top,R_Top_Kills,R_Top_KDA,R_Jg,R_Jg_Kills,R_Jg_KDA,R_Mid,R_Mid_Kills,R_Mid_KDA,R_Bot,R_Bot_Kills,R_Bot_KDA,R_Sup,R_Sup_Kills,R_Sup_KDA
4255449438,True,False,Fiora,4,1.6666666666666667,Viego,16,11.5,Anivia,4,4.25,Nautilus,3,5.0,Kai'Sa,8,2.8333333333333335,Irelia,9,3.0,Udyr,6,0.6153846153846154,Rumble,1,0.8,Xayah,3,1.4,Morgana,3,1.375
4255439371,False,True,Renekton,2,0.3076923076923077,Shaco,7,1.4545454545454546,Veigar,4,1.9,Senna,12,2.5833333333333335,Zeri,14,1.5625,Fiora,5,2.0,Volibear,7,3.4,Akshan,15,3.6666666666666665,Ashe,7,3.8,Kennen,28,3.5
4255407102,False,True,Wukong,4,1.5,Ekko,10,2.857142857142857,Irelia,7,1.2857142857142858,Yuumi,1,1.6666666666666667,Zeri,6,0.7777777777777778,Darius,4,1.3333333333333333,Kindred,3,2.8,Vladimir,8,5.0,Samira,26,6.4,Nautilus,1,5.0
4255431639,False,True,Yone,2,0.6,Ekko,5,1.2857142857142858,Karma,3,1.4,Nautilus,0,2.6666666666666665,Vayne,4,2.3333333333333335,Irelia,9,3.5,Kayn,9,6.5,Viktor,6,10.0,Jinx,4,1.2,Taric,0,5.5
4255342712,True,False,Lucian,6,6.5,Nocturne,6,4.5,Katarina,22,6.0,Soraka,1,25.0,Kai'Sa,3,2.0,Fiora,3,0.5714285714285714,Xin Zhao,2,0.6666666666666666,Veigar,2,0.4444444444444444,Ezreal,7,1.5,Karma,3,1.4285714285714286
4255298878,True,False,Fiora,7,1.4285714285714286,Zac,5,5.666666666666667,Draven,4,3.0,Sona,1,4.0,Veigar,13,8.0,Jax,2,0.6666666666666666,Graves,2,1.6,Kassadin,10,4.0,Jinx,4,1.125,Lulu,1,2.2
4255296204,False,True,Maokai,0,1.6,Hecarim,1,1.625,Viktor,8,6.0,Taric,1,1.6666666666666667,Samira,5,0.8888888888888888,Fiora,3,9.0,Zac,4,14.0,Veigar,4,2.5,Vayne,18,6.0,Lulu,1,8.666666666666666
4255293208,False,True,Fiora,8,3.0,Zac,1,2.0,Veigar,11,1.6363636363636365,Taric,1,2.5714285714285716,Ezreal,10,2.3333333333333335,Camille,6,2.0,Graves,16,9.0,Cho'Gath,11,2.888888888888889,Miss Fortune,8,8.0,Soraka,1,2.4444444444444446
4255290970,True,False,Fiora,9,3.0,Zac,2,6.0,Vladimir,7,1.6666666666666667,Alistar,0,4.0,Lucian,16,3.6666666666666665,Sett,4,1.25,Lillia,4,3.25,Pyke,13,3.6,Zeri,1,1.1111111111111112,Thresh,0,1.75
4254852963,False,True,Warwick,4,0.8571428571428571,Kayn,2,0.6,Cassiopeia,1,0.16666666666666666,Karma,0,1.5,Ezreal,2,1.0,Fiora,4,1.6,Zac,1,12.0,Syndra,11,14.0,Xayah,7,3.6666666666666665,Yuumi,1,15.0
4254754425,False,True,Urgot,4,0.7333333333333333,Hecarim,8,3.5714285714285716,Corki,12,3.6,Yuumi,2,5.8,Ezreal,13,5.5,Fiora,12,4.5,Master Yi,7,1.8181818181818181,Sett,7,5.0,Vayne,9,2.111111111111111,Lulu,1,2.3636363636363638
4254638072,False,True,Irelia,5,1.1428571428571428,Lee Sin,15,2.2,Singed,6,2.3333333333333335,Brand,1,0.9285714285714286,Ezreal,7,1.0714285714285714,Vladimir,6,1.75,Kayn,24,5.666666666666667,Gangplank,6,1.9,Kai'Sa,11,3.8333333333333335,Yuumi,6,9.0
4254548726,True,False,Jax,10,2.875,Hecarim,8,4.666666666666667,Zoe,9,5.25,Nautilus,1,8.666666666666666,Samira,12,3.0,Irelia,6,1.2857142857142858,Graves,0,0.8888888888888888,Vladimir,13,3.8,Rengar,10,1.6363636363636365,Ivern,1,2.5
4254473965,False,True,Fiora,4,1.25,Hecarim,16,6.4,Malzahar,10,2.5,Lux,2,2.0,Draven,14,2.875,Camille,10,1.625,Rengar,2,0.9166666666666666,Yone,16,2.2,Karthus,9,2.3333333333333335,Blitzcrank,2,1.625
4254433206,True,False,Camille,4,7.0,Elise,3,6.0,Irelia,7,8.0,Nautilus,2,7.0,Vayne,3,6.0,Illaoi,1,0.25,Talon,1,0.5,Yone,2,1.5,Seraphine,1,0.5,Soraka,0,1.3333333333333333
4254370789,False,True,Camille,7,0.75,Zac,9,2.5,Irelia,9,1.75,Renata Glasc,1,1.3,Xayah,2,2.2,Viktor,7,4.0,Viego,4,3.25,Qiyana,15,5.0,Samira,11,3.1666666666666665,Pyke,4,1.8888888888888888
4254279069,False,True,Sion,0,0.3333333333333333,Kayn,1,0.2,Veigar,0,0.0,Nami,1,0.5,Vayne,0,0.2,Gragas,3,4.0,Zac,3,12.0,Irelia,4,5.0,Jinx,9,13.0,Lulu,0,13.0
4254285233,True,False,Dr. Mundo,10,2.6,Zac,8,5.5,Irelia,10,5.666666666666667,Thresh,0,10.5,Ashe,7,6.666666666666667,Jax,0,0.7777777777777778,Shyvana,3,1.1818181818181819,Corki,10,2.0,Zeri,2,1.1666666666666667,Nami,2,4.0
4254252305,False,True,Jayce,2,0.5714285714285714,Udyr,6,2.5,Galio,4,1.1666666666666667,Thresh,1,1.5714285714285714,Zeri,5,1.4444444444444444,Garen,5,4.0,Lee Sin,8,4.0,Irelia,7,6.5,Twitch,11,4.0,Annie,2,2.6
4254228634,True,False,Garen,3,1.2,Karthus,7,1.8333333333333333,Katarina,8,3.25,Thresh,2,12.0,Tristana,7,13.0,Jax,3,1.0,Elise,10,2.8,Ahri,1,1.4,Twitch,1,0.8333333333333334,Janna,2,2.75
4254215525,True,False,Kennen,5,1.5714285714285714,Nidalee,9,2.0,Yone,19,14.0,Leona,2,2.4285714285714284,Kai'Sa,3,3.8,Gangplank,5,1.1111111111111112,Volibear,10,2.2222222222222223,Irelia,3,0.875,Samira,6,2.7142857142857144,Pyke,7,4.6
4254193762,True,False,Irelia,4,1.25,Lee Sin,7,13.0,Akshan,6,8.0,Sona,0,10.0,Miss Fortune,3,5.5,Zeri,3,1.3333333333333333,Jarvan IV,3,0.8333333333333334,Karma,0,0.3333333333333333,Twitch,1,1.0,Fizz,1,0.4
4254156256,False,True,Irelia,5,1.4,Gragas,5,1.4285714285714286,Graves,5,1.2857142857142858,Vex,6,1.1111111111111112,Lucian,0,0.2222222222222222,Jax,8,2.0,Diana,8,4.75,Qiyana,9,2.5,Ezreal,10,3.4,Tahm Kench,2,19.0
4254134149,False,True,Yone,6,1.2,Sejuani,2,1.8333333333333333,Viktor,10,3.2,Pantheon,6,1.0714285714285714,Ezreal,2,0.625,Irelia,8,2.5,Viego,6,2.0,Annie,9,2.5714285714285716,Jhin,14,24.0,Pyke,6,3.6
4253779206,False,True,Akali,0,0.14285714285714285,Viego,4,1.2,Yone,3,1.0,Rakan,0,0.8333333333333334,Kai'Sa,3,1.25,Irelia,6,10.0,Ekko,13,8.0,Yasuo,3,3.0,Vayne,5,8.5,Renata Glasc,0,6.0
4253744938,False,True,Sett,2,0.8333333333333334,Lee Sin,5,8.0,Vel'Koz,3,1.4,Senna,1,1.8571428571428572,Karthus,7,1.4444444444444444,Aatrox,2,2.6666666666666665,Viego,12,2.8333333333333335,Irelia,5,4.0,Kai'Sa,6,3.0,Seraphine,3,8.5
4253564854,True,False,Sett,3,1.75,Vi,11,17.0,Corki,7,4.666666666666667,Blitzcrank,1,5.0,Caitlyn,9,3.5,Irelia,6,1.2,Lee Sin,1,1.2857142857142858,Yasuo,5,1.1428571428571428,Ezreal,3,1.6,Janna,0,0.8571428571428571
4256861681,False,True,Fiora,10,2.0,Zac,3,2.0,Twitch,11,2.0,Tahm Kench,1,1.0,Kai'Sa,6,0.9285714285714286,Cho'Gath,7,5.0,Darius,11,2.6,Veigar,8,12.0,Lucian,19,3.25,Pyke,8,3.857142857142857
4256124901,True,False,Trundle,18,3.125,Zac,2,1.5384615384615385,Syndra,8,1.7777777777777777,Pyke,12,1.7692307692307692,Jhin,13,1.9166666666666667,Poppy,3,1.1538461538461537,Shaco,24,2.6923076923076925,Lissandra,16,4.714285714285714,Seraphine,6,4.142857142857143,Senna,6,2.1538461538461537
4256140278,True,False,Sett,10,7.0,Zac,8,7.0,Fizz,7,1.4545454545454546,Karma,7,4.857142857142857,Vayne,17,3.5714285714285716,Aatrox,2,0.5454545454545454,Trundle,3,1.3333333333333333,Viktor,7,2.142857142857143,Kai'Sa,17,2.0,Alistar,3,1.5454545454545454
4256092028,False,True,Sion,5,0.7272727272727273,Master Yi,6,0.8666666666666667,Cassiopeia,8,1.1,Lux,5,1.5,Varus,12,1.6153846153846154,Garen,15,5.75,Shaco,17,4.285714285714286,Karma,11,3.625,Jhin,10,2.5555555555555554,Senna,8,4.125
4255442456,True,False,Sion,6,2.1666666666666665,Kha'Zix,9,7.0,Ahri,5,17.0,Thresh,1,19.0,Jinx,10,7.0,Ryze,2,0.8888888888888888,Zac,1,1.0,Kai'Sa,3,1.0,Tristana,2,0.5714285714285714,Janna,2,1.4
4255208424,True,False,Irelia,6,2.0,Graves,11,10.0,Ahri,9,4.25,Soraka,0,3.0,Yasuo,4,1.5,Malphite,3,1.0,Zac,3,3.6666666666666665,Akshan,8,1.0,Twitch,7,1.8,Seraphine,0,1.4285714285714286
4255215939,True,False,Aatrox,4,5.0,Hecarim,10,19.0,Sylas,11,4.0,Seraphine,3,3.2,Ashe,6,2.8333333333333335,Malphite,3,0.5,Zac,3,1.5,Veigar,2,0.6,Draven,7,1.1111111111111112,Nautilus,3,1.25
4255251943,False,True,Aatrox,3,1.5,Kindred,2,0.6666666666666666,Kai'Sa,0,1.0,Lux,1,0.2,Zeri,1,0.2857142857142857,Akali,2,1.0,Zac,3,7.0,Annie,0,0.0,Tristana,10,14.0,Taric,2,6.0
4255220192,False,True,Sett,1,0.125,Kha'Zix,1,0.2857142857142857,Veigar,1,0.25,Lulu,1,0.5,Kai'Sa,2,0.5,Volibear,6,5.0,Zac,3,18.0,Viktor,9,13.0,Samira,9,6.5,Nautilus,2,12.0
4255155263,True,False,Kalista,5,1.125,Zac,3,17.0,Zoe,11,10.0,Zyra,4,2.875,Jinx,15,3.4285714285714284,Aatrox,7,1.8333333333333333,Trundle,5,1.5,Ziggs,2,1.0,Lucian,11,1.2307692307692308,Janna,1,3.2
4255153080,False,True,Darius,6,1.0,Kindred,4,1.8571428571428572,Sylas,5,1.3333333333333333,Alistar,2,0.5555555555555556,Zeri,1,0.5714285714285714,Wukong,7,2.0,Zac,6,30.0,Malzahar,8,4.2,Miss Fortune,14,14.5,Morgana,1,13.5
4255140817,False,True,Jayce,2,0.42857142857142855,Zac,6,3.6666666666666665,Wukong,0,0.1,Leona,1,3.0,Jhin,3,0.625,Gwen,1,6.0,Lee Sin,10,4.25,Orianna,6,13.0,Vayne,13,6.666666666666667,Janna,1,6.333333333333333
4254477539,True,False,Darius,8,4.5,Zac,6,12.0,Qiyana,12,7.666666666666667,Blitzcrank,1,3.3333333333333335,Jhin,9,3.6666666666666665,Shen,5,1.1111111111111112,Kha'Zix,4,1.2222222222222223,Veigar,4,1.5714285714285714,Kai'Sa,6,2.4,Alistar,2,1.6666666666666667
4254271049,True,False,Aatrox,8,2.5,Zac,6,18.0,Karthus,6,3.75,Neeko,3,1.6,Zeri,5,5.0,Shen,2,2.5,Kha'Zix,0,1.75,Twisted Fate,4,0.875,Lucian,5,1.6666666666666667,Twitch,5,1.625
4254216839,True,False,Fiora,17,21.0,Rammus,5,6.0,Sylas,14,2.888888888888889,Yuumi,6,6.0,Twitch,2,1.0833333333333333,Akshan,4,0.6,Hecarim,4,2.2222222222222223,Seraphine,7,4.4,Jhin,10,1.8333333333333333,Pyke,7,2.625
4254222922,False,True,Sion,1,0.75,Shyvana,2,3.0,Cassiopeia,4,1.0,Morgana,1,1.2,Caitlyn,1,0.7142857142857143,Irelia,4,2.6666666666666665,Zac,2,16.0,Akshan,14,8.5,Jinx,2,5.5,Janna,0,16.0
4254200747,False,True,Malphite,0,0.875,Zac,4,1.1111111111111112,Seraphine,3,1.8333333333333333,Thresh,1,4.0,Samira,17,2.625,Aatrox,8,9.5,Kindred,10,3.6666666666666665,Katarina,8,3.0,Xayah,10,2.6666666666666665,Karma,0,2.6
4254175282,False,True,Graves,1,0.07142857142857142,Zac,0,0.875,Ahri,2,1.25,Janna,0,1.1666666666666667,Kog'Maw,7,1.3333333333333333,Volibear,12,10.0,Hecarim,11,18.0,Anivia,5,14.0,Jinx,8,3.75,Zilean,2,5.333333333333333
4254135267,True,False,Riven,3,3.0,Zac,10,8.0,Zed,12,11.5,Twitch,9,3.4,Jhin,4,1.8571428571428572,Nasus,4,0.7142857142857143,Lee Sin,3,1.0,Vladimir,7,1.125,Caitlyn,2,1.375,Pantheon,3,1.1111111111111112
4254153101,False,True,Gangplank,4,1.25,Kayn,1,0.8,Fizz,3,1.0,Zyra,1,1.2,Xayah,1,1.0,Dr. Mundo,2,0.6666666666666666,Rumble,5,9.0,Tristana,7,2.75,Jhin,5,9.0,Senna,2,6.5
4212307214,True,False,Renekton,10,2.8333333333333335,Diana,7,14.0,Anivia,10,16.0,Lux,3,1.1666666666666667,Jinx,3,1.0,Viktor,5,1.0,Graves,4,1.2,Irelia,1,0.2,Kai'Sa,8,2.8,Zac,1,2.75
4212283543,True,False,Gnar,8,7.5,Graves,10,3.1666666666666665,Anivia,17,8.333333333333334,Janna,1,11.5,Jhin,2,9.0,Darius,3,0.7142857142857143,Kindred,3,0.875,Veigar,5,1.2222222222222223,Kai'Sa,3,1.4285714285714286,Zac,1,1.2857142857142858
4207653407,True,False,Darius,8,3.6666666666666665,Kindred,17,4.857142857142857,Cassiopeia,10,3.7142857142857144,Brand,3,2.875,Ezreal,6,4.5,Irelia,17,1.7272727272727273,Zac,7,2.125,Malzahar,4,1.1818181818181819,Tristana,3,0.75,Taric,1,2.6666666666666665
4188253724,True,False,Darius,17,5.0,Shaco,4,5.0,Veigar,5,2.0,Seraphine,2,4.5,Jhin,14,5.166666666666667,Gnar,3,0.7272727272727273,Hecarim,12,2.6666666666666665,Orianna,12,2.75,Samira,1,0.8888888888888888,Yuumi,1,1.125
4188251937,True,False,Nautilus,2,19.0,Hecarim,7,22.0,Yasuo,3,2.3333333333333335,Xerath,9,19.0,Jhin,12,10.5,Gragas,1,0.2857142857142857,Viego,0,0.2222222222222222,Tryndamere,3,0.7142857142857143,Zeri,3,0.6666666666666666,Yuumi,0,1.0
4188239902,True,False,Poppy,13,5.5,Kha'Zix,3,5.0,Annie,14,3.8333333333333335,Lux,7,3.5,Jhin,5,9.0,Kayle,8,1.1,Hecarim,3,1.625,Orianna,2,1.2,Twitch,4,2.0,Lulu,3,1.5
4187434555,True,False,Jax,4,1.0,Dr. Mundo,5,4.0,Viktor,12,5.5,Yuumi,2,11.0,Twitch,13,3.0,Gangplank,6,3.0,Zac,5,4.0,Yone,5,0.9230769230769231,Jhin,6,1.7142857142857142,Taric,2,2.3333333333333335
4187365100,True,False,Malphite,10,4.2,Kayn,20,3.5,Xerath,9,28.0,Lulu,1,4.0,Kog'Maw,9,4.6,Vayne,6,0.9230769230769231,Hecarim,3,1.5,Corki,7,1.3636363636363635,Jinx,9,2.0,Taric,2,2.4285714285714284
4187309057,True,False,Yuumi,4,4.2,Karthus,5,5.666666666666667,Vladimir,20,9.333333333333334,Alistar,1,4.5,Jhin,4,3.8,Sylas,12,5.0,Zac,4,3.6666666666666665,Viktor,2,0.46153846153846156,Jinx,1,0.6666666666666666,Taric,1,2.1666666666666665
4184393193,True,False,Riven,12,4.0,Karthus,7,2.3333333333333335,Ekko,10,2.0,Seraphine,1,2.8,Caitlyn,10,2.5714285714285716,Fiora,15,2.2222222222222223,Hecarim,8,2.3333333333333335,Diana,11,2.25,Jhin,2,1.0,Taric,2,3.5
4184260966,False,True,Darius,5,1.2,Hecarim,3,0.8571428571428571,Corki,0,1.0,Taric,0,1.0,Ezreal,2,0.36363636363636365,Sett,5,2.6666666666666665,Nocturne,4,9.0,Akshan,7,11.0,Kai'Sa,10,10.5,Karma,3,4.75
4184076917,True,False,Yasuo,7,4.333333333333333,Hecarim,11,5.75,Sylas,13,7.333333333333333,Taric,3,7.0,Varus,8,11.5,Cho'Gath,3,0.875,Kha'Zix,5,0.9090909090909091,Irelia,4,0.7777777777777778,Vayne,2,0.5714285714285714,Lux,0,1.4285714285714286
4184044840,True,False,Ornn,3,2.2,Hecarim,7,10.5,Lux,3,6.0,Taric,2,18.0,Kalista,10,5.666666666666667,Cho'Gath,5,2.0,Skarner,4,4.0,Akali,3,1.2857142857142858,Vayne,1,0.8,Rakan,0,1.4
4180563164,False,True,Kayle,1,0.08333333333333333,Zac,2,1.5,Lissandra,7,1.375,Taric,0,3.0,Samira,2,0.7777777777777778,Wukong,8,13.0,Lee Sin,9,12.5,Vladimir,10,7.0,Twitch,10,2.8,Nami,1,6.666666666666667
4180467552,True,False,Jayce,7,1.4444444444444444,Zac,10,8.666666666666666,Twisted Fate,7,2.7142857142857144,Taric,3,3.75,Caitlyn,5,4.75,Shen,7,3.0,Lee Sin,9,2.0,Akali,5,1.7142857142857142,Kog'Maw,4,1.8571428571428572,Seraphine,2,1.8
4180438724,False,True,Shen,5,1.1428571428571428,Xin Zhao,6,1.6666666666666667,Vel'Koz,4,2.2,Morgana,0,1.375,Ezreal,7,4.666666666666667,Kayle,5,6.5,Zac,4,5.0,Jayce,12,2.4285714285714284,Lucian,7,2.1666666666666665,Taric,1,3.0
4178998140,True,False,Tryndamere,7,2.6666666666666665,Lee Sin,4,3.0,Viktor,5,2.75,Thresh,0,2.75,Jinx,6,2.4,Shen,1,2.25,Zac,3,1.6666666666666667,Katarina,9,3.0,Draven,7,3.2,Taric,0,4.333333333333333
4256603171,False,True,Camille,5,2.6666666666666665,Kindred,6,2.142857142857143,Sett,8,1.125,Morgana,2,1.7142857142857142,Xayah,3,1.8,Renekton,4,3.3333333333333335,Evelynn,11,5.666666666666667,Irelia,8,2.1666666666666665,Kai'Sa,4,15.0,Nautilus,3,1.1818181818181819
4256576023,False,True,Ornn,2,1.2222222222222223,Viego,5,1.5,Ahri,5,1.1111111111111112,Sona,3,4.75,Lucian,12,3.1666666666666665,Quinn,7,3.5,Shyvana,10,3.6,Twisted Fate,7,3.25,Jinx,9,2.375,Swain,3,2.6666666666666665
4256509726,False,True,Illaoi,3,0.75,Rumble,5,1.625,Kai'Sa,2,0.45454545454545453,Pyke,4,1.3,Zeri,12,2.1,Sylas,10,3.2,Zac,10,13.5,Corki,7,4.2,Lucian,19,4.5,Thresh,1,4.0
4256483491,True,False,Akshan,17,3.5714285714285716,Lee Sin,10,2.3636363636363638,Veigar,9,2.3333333333333335,Xerath,6,3.5,Jinx,8,3.4285714285714284,Quinn,6,1.2,Rengar,12,2.4444444444444446,Ahri,5,0.6,Kai'Sa,10,1.8,Pyke,7,2.6666666666666665
4256428215,True,False,Darius,3,1.5,Rengar,8,15.0,LeBlanc,7,5.0,Karma,3,13.0,Xayah,2,3.5,Dr. Mundo,0,0.25,Zed,1,4.0,Akali,2,0.6,Vayne,3,0.42857142857142855,Soraka,0,0.5
4254680532,True,False,Sett,10,4.0,Fiddlesticks,2,4.0,Corki,3,3.5,Karma,1,4.0,Xayah,6,7.0,Camille,4,0.36363636363636365,Poppy,1,2.0,Vladimir,3,1.25,Tristana,1,0.3333333333333333,Lulu,0,1.0
4254590213,False,True,Zilean,2,3.5,Kayn,6,2.5714285714285716,LeBlanc,13,4.4,Rakan,4,2.5,Zeri,10,3.0,Gragas,11,3.3333333333333335,Viego,12,3.4285714285714284,Karthus,6,5.0,Xayah,4,1.4444444444444444,Nautilus,3,2.375
4254445028,True,False,Darius,5,2.25,Kayn,10,3.6,Twisted Fate,9,4.166666666666667,Leona,2,2.3333333333333335,Samira,10,3.1666666666666665,Aatrox,3,0.8571428571428571,Hecarim,7,5.0,Kai'Sa,12,3.3333333333333335,Varus,8,1.875,Blitzcrank,0,1.2727272727272727
4254389380,True,False,Jax,13,3.6666666666666665,Nocturne,6,5.0,Katarina,6,1.9,Blitzcrank,5,4.5,Zeri,17,17.0,Teemo,5,1.2222222222222223,Xin Zhao,6,2.5714285714285716,Irelia,5,0.9166666666666666,Jhin,10,2.0,Nautilus,1,1.4
4254365861,False,True,Cho'Gath,3,0.5555555555555556,Xin Zhao,4,1.8333333333333333,Ryze,3,1.0,Nautilus,0,0.8333333333333334,Ezreal,7,1.5,Quinn,13,3.2,Viego,6,15.0,Viktor,3,2.0,Zeri,8,2.5714285714285716,Yuumi,4,19.0
4254248673,True,False,Mordekaiser,5,2.3333333333333335,Lee Sin,5,5.0,Malzahar,8,5.0,Senna,5,22.0,Jhin,6,6.5,Garen,1,1.0,Xin Zhao,4,0.8888888888888888,Kai'Sa,3,1.0,Jinx,3,0.8333333333333334,Soraka,2,3.5
4254235288,False,True,Mordekaiser,3,0.5714285714285714,Lee Sin,5,1.3333333333333333,Twisted Fate,1,0.6,Blitzcrank,0,1.5,Jinx,2,0.75,Jax,5,1.8333333333333333,Sion,9,9.0,Galio,10,17.0,Kai'Sa,6,7.5,Sona,0,19.0
4253392641,False,True,Sett,3,0.5,Volibear,6,1.625,Viktor,5,2.5,Alistar,0,1.1111111111111112,Kai'Sa,5,1.3333333333333333,Mordekaiser,5,1.75,Ekko,8,2.3333333333333335,Talon,4,6.5,Xayah,18,4.6,Lulu,0,11.5
4253358268,True,False,Mordekaiser,4,1.3333333333333333,Xin Zhao,1,3.0,Sylas,9,18.0,Thresh,1,4.666666666666667,Varus,8,4.0,Jax,7,1.1666666666666667,Zed,4,2.75,Vex,2,1.3333333333333333,Kai'Sa,4,7.0,Blitzcrank,0,0.5
4253337995,True,False,Mordekaiser,10,2.2857142857142856,Kindred,7,3.3333333333333335,Qiyana,6,3.0,Blitzcrank,1,3.6666666666666665,Varus,8,6.5,Shen,1,0.8888888888888888,Graves,7,1.8333333333333333,Malphite,9,2.4,Ashe,0,0.5,Vel'Koz,1,0.8333333333333334
4253341283,True,False,Wukong,3,3.3333333333333335,Kha'Zix,11,3.8,Qiyana,6,1.3,Zilean,6,20.0,Kai'Sa,9,3.0,Aatrox,5,3.6666666666666665,Ekko,4,1.2,Tryndamere,9,1.7142857142857142,Caitlyn,4,1.75,Morgana,1,0.8181818181818182
4251276294,True,False,Zac,7,2.8333333333333335,Graves,12,7.0,Ziggs,11,5.666666666666667,Thresh,3,2.142857142857143,Draven,3,1.8571428571428572,Renekton,12,5.666666666666667,Rengar,2,1.125,Irelia,3,0.45454545454545453,Twitch,4,1.1,Renata Glasc,5,4.5
4250104041,True,False,Malphite,5,4.0,Graves,15,8.0,Zilean,1,4.0,Pyke,6,3.0,Kai'Sa,5,2.2,Kayle,2,0.7142857142857143,Kayn,5,1.2857142857142858,Qiyana,5,0.8571428571428571,Ezreal,5,2.0,Lux,2,1.3333333333333333
4250067319,False,True,Shen,2,1.8333333333333333,Udyr,2,1.5714285714285714,Katarina,7,2.857142857142857,Sona,2,2.090909090909091,Zeri,15,2.5,Garen,9,3.6666666666666665,Lee Sin,16,7.0,Ahri,6,3.6,Ashe,7,2.888888888888889,Soraka,1,3.142857142857143
4249980906,False,True,Camille,14,2.375,Shyvana,3,1.0909090909090908,Kassadin,5,1.1111111111111112,Nami,3,2.0,Ezreal,15,2.3,Master Yi,9,2.125,Kha'Zix,18,5.0,Viktor,5,1.4,Kai'Sa,16,3.5,Ashe,2,1.8181818181818181
4249952474,True,False,Kayle,8,1.625,Volibear,6,7.0,Anivia,6,1.4285714285714286,Lulu,4,5.5,Vayne,13,3.0,Trundle,5,0.6363636363636364,Lee Sin,6,1.3333333333333333,Yasuo,8,3.5,Kai'Sa,3,0.6666666666666666,Thresh,3,3.25
4249900517,False,True,Camille,2,0.42857142857142855,Lillia,5,0.875,Syndra,1,0.4444444444444444,Urgot,2,0.7777777777777778,Zeri,5,0.7777777777777778,Aatrox,6,3.0,Kindred,10,5.333333333333333,Fizz,12,10.0,Xayah,7,5.666666666666667,Morgana,7,7.0
4247119337,True,False,Mordekaiser,8,1.8,Kayn,4,2.75,Syndra,7,2.6666666666666665,Janna,1,2.6666666666666665,Kai'Sa,13,9.0,Volibear,12,2.6,Kha'Zix,3,0.8571428571428571,Kassadin,4,1.2857142857142858,Aphelios,1,0.375,Rakan,3,1.3333333333333333
4247133997,True,False,Gragas,3,2.0,Viego,8,10.0,Kassadin,4,1.6,Nami,1,25.0,Kai'Sa,15,20.0,Vayne,4,1.0,Ekko,4,0.875,Tryndamere,5,1.6,Zeri,0,0.2857142857142857,Zyra,1,0.2857142857142857
4247098040,True,False,Jax,5,4.0,Ekko,10,6.0,Akali,15,4.4,Sona,4,4.2,Zeri,8,6.666666666666667,Irelia,3,0.7,Poppy,7,1.4444444444444444,Kayle,4,0.8888888888888888,Jinx,3,1.8333333333333333,Nautilus,3,1.375
4247054739,False,True,Kayle,1,0.8,Sion,3,0.8333333333333334,Azir,1,0.8333333333333334,,,,Xayah,3,2.0,Fiora,6,8.0,Ekko,6,13.0,Katarina,5,9.0,Jinx,4,3.6666666666666665,Blitzcrank,1,3.5
4246642939,False,True,Swain,1,0.6666666666666666,Kha'Zix,4,1.5,Akali,6,1.75,Lulu,1,0.8571428571428571,Jinx,2,1.0,Tahm Kench,5,2.5,Vi,0,2.6,Azir,6,4.5,Lucian,9,9.5,Senna,8,10.5
4246607741,False,True,Darius,9,2.0,Kha'Zix,12,3.7142857142857144,Viktor,14,2.8333333333333335,Senna,2,1.2,Sona,2,1.4444444444444444,Kayle,6,1.4166666666666667,Rek'Sai,11,2.0,Irelia,9,1.875,Kai'Sa,11,4.2,Xerath,5,6.25
4246562622,True,False,Gangplank,9,1.8,Kha'Zix,12,3.5,Ahri,2,1.6666666666666667,Irelia,10,1.6666666666666667,,,,Darius,13,2.857142857142857,Elise,8,2.888888888888889,Cassiopeia,12,5.0,Jinx,8,3.142857142857143,Sett,3,1.2142857142857142
4246496566,False,True,Darius,4,1.0909090909090908,Hecarim,6,1.9166666666666667,Anivia,9,3.6,Morgana,5,1.7,Jhin,13,4.4,Jayce,11,2.5714285714285716,Master Yi,11,1.875,Orianna,7,3.6666666666666665,Kai'Sa,5,1.5,Garen,8,2.375
4245985159,False,True,Camille,3,1.2,Viego,4,1.1666666666666667,Yasuo,5,0.625,Renata Glasc,0,0.7777777777777778,Caitlyn,3,1.2857142857142858,Tryndamere,7,5.5,Volibear,11,20.0,Akali,9,4.0,Xayah,5,2.0,Lulu,3,6.333333333333333
4245980929,False,True,Ivern,0,0.3,Kha'Zix,3,1.2857142857142858,Kai'Sa,9,1.5714285714285714,Renata Glasc,2,1.8333333333333333,Jinx,4,1.1,Darius,8,3.3333333333333335,Hecarim,5,3.6666666666666665,Annie,7,6.0,Twitch,15,5.25,Vel'Koz,5,2.8
4245974829,True,False,Sett,3,1.0,Ivern,1,3.0,Ahri,5,11.0,Soraka,2,4.666666666666667,Jinx,9,4.666666666666667,Shen,2,1.25,Graves,1,7.0,Zoe,4,1.6666666666666667,Kai'Sa,4,1.2,Morgana,2,1.0
4245961344,True,False,Ivern,2,6.0,Diana,1,2.5,Irelia,10,13.0,Zilean,3,4.666666666666667,Xayah,7,6.0,Kassadin,0,0.0,Hecarim,1,0.8,Akali,2,0.5,Caitlyn,4,1.1666666666666667,Lux,1,1.2
